title,grade,grade_in_symbol,subject,language,language_code,chapter_id,link,thumbnail
अनुपातिक र अनानुपातिक,eight,8,math,Nepali,ne,matrat01,start.html?id=matrat01&lang=np&grade=8,images/main/math/Grade8/Grade8-rational_and_irrational.png
द्वि-आधार र पञ्च आधार,eight,8,math,Nepali,ne,matbnq01,start.html?id=matbnq01&lang=np&grade=8,images/main/math/Grade7/Binary-and-Quinary-Number-System.png
"अनुपात, प्रतिशत र समानुपात",eight,8,math,Nepali,ne,matrrp01,start.html?id=matrrp01&lang=np&grade=8,images/main/math/Grade8/Grade8-ratio_percentage-and_proportion.png
"नाफा, नोक्सान र छुट",eight,8,math,Nepali,ne,matpld01,start.html?id=matpld01&lang=np&grade=8,images/main/math/Grade8/Grade8-profit_loss_and_discount.png
ऐकिक नियम,eight,8,math,Nepali,ne,matume01,start.html?id=matume01&lang=np&grade=8,images/main/math/Grade8/Grade8-unitary_method.png
साधारण ब्याज,eight,8,math,Nepali,ne,matsim01,start.html?id=matsim01&lang=np&grade=8,images/main/math/Grade8/Grade8-simple_interest.png
परिमिति,eight,8,math,Nepali,ne,matper01,start.html?id=matper01&lang=np&grade=8,images/main/math/Grade8/Grade8-Perimeter.png
क्षेत्रफल,eight,8,math,Nepali,ne,matare01,start.html?id=matare01&lang=np&grade=8,images/main/math/Grade8/Grade8-area.png
आयतन,eight,8,math,Nepali,ne,matvol01,start.html?id=matvol01&lang=np&grade=8,images/main/math/Grade8/Grade8-volume.png
घाताङ्‍कका नियमहरूको प्रयोग,eight,8,math,Nepali,ne,matexe01,start.html?id=matexe01&lang=np&grade=8,images/thumb/math/exponents_8/thumbnail.png
खण्डीकरण,eight,8,math,Nepali,ne,matfct01,start.html?id=matfct01&lang=np&grade=8,images/main/math/Grade8/Grade8-factorization.png
ल.स. र म.स.,eight,8,math,Nepali,ne,mathcf01,start.html?id=mathcf01&lang=np&grade=8,images/main/math/Grade8/Grade8-HCF_and_LCM.png
समिकरण र असमानता,eight,8,math,Nepali,ne,mateni01,start.html?id=mateni01&lang=np&grade=8,images/main/math/Grade8/Grade8-equation-and-inequality.png
त्रिभुज,eight,8,math,Nepali,ne,mattri01,start.html?id=mattri01&lang=np&grade=8,images/main/math/Grade8/Grade8-Triangles.png
चतुर्भुजको परिचय,eight,8,math,Nepali,ne,matqug01,start.html?id=matqug01&lang=np&grade=8,images/main/math/Grade8/Grade8-Quadrilateral.png
वृत्त,eight,8,math,Nepali,ne,matcir01,start.html?id=matcir01&lang=np&grade=8,images/main/math/Grade8/Grade8-circle.png
बहुभुजको रचना,eight,8,math,Nepali,ne,matpol01,start.html?id=matpol01&lang=np&grade=8,images/main/math/Grade8/Grade8-polygon.png
स्थानान्तरण,eight,8,math,Nepali,ne,matref01,start.html?id=matref01&lang=np&grade=8,images/main/math/Grade8/Grade8-Transformation.png
दिशास्थिति र स्केल ड्रइङ,eight,8,math,Nepali,ne,matbng01,start.html?id=matbng01&lang=np&grade=8,images/main/math/Grade8/Grade8-bearing.png
वृत्तचित्र,eight,8,math,Nepali,ne,matpie01,start.html?id=matpie01&lang=np&grade=8,images/thumb/math/piec_thumbnail.png
तथ्याङ्क शास्त्र,eight,8,math,Nepali,ne,matmea01,start.html?id=matmea01&lang=np&grade=8,images/main/math/Grade8/Grade8-mean-median-mode.png
Measurement,eight,8,science,English,en,scimes01,start.html?id=scimes01&lang=en&grade=8,images/main/science/Grade8/Grade8-Measurement.png
Plant tissue,eight,8,science,English,en,scipc001,start.html?id=scipc001&lang=en&grade=8,images/main/science/Grade8/Grade8-plant_cell_and_tissue.png
Animal tissue,eight,8,science,English,en,sciac001,start.html?id=sciac001&lang=en&grade=8,images/main/science/Grade8/Grade8-animals-cells_and_tissues.png
Cells and Tissue,eight,8,science,English,en,scicel01,start.html?id=scicel01&lang=en&grade=8,images/main/science/Grade7/Cell.png
"Microbes - Bacteria, virus and fungi",eight,8,science,English,en,scimic01,start.html?id=scimic01&lang=en&grade=8,images/main/science/Grade8/Grade8-Microbs.png
Bio diversity,eight,8,science,English,en,scibdn01,start.html?id=scibdn01&lang=en&grade=8,images/main/science/Grade8/Grade8-environment.png
Human Circulatory System,eight,8,science,English,en,scicsy01,start.html?id=scicsy01&lang=en&grade=8,images/main/science/Grade8/Grade8-Circulatory_System.png
Reproductive System,eight,8,science,English,en,scirsy01,start.html?id=scirsy01&lang=en&grade=8,images/main/science/Grade8/Grade8-reproduction.png
Velocity and acceleration,eight,8,science,English,en,scivna01,start.html?id=scivna01&lang=en&grade=8,images/main/science/Grade8/Grade8-Velocity_and_acceleration.png
Lever,eight,8,science,English,en,scilev01,start.html?id=scilev01&lang=en&grade=8,images/main/science/Grade8/Grade8-lever.png
Pressure,eight,8,science,English,en,scipss01,start.html?id=scipss01&lang=en&grade=8,images/thumb/science/pressure_outer_thumbnail_01.png
Atmospheric Pressure,eight,8,science,English,en,sciapr01,start.html?id=sciapr01&lang=en&grade=8,images/main/science/Grade8/Grade8-pressure.png
Heat transmission,eight,8,science,English,en,scihtn01,start.html?id=scihtn01&lang=en&grade=8,images/thumb/science/heat_transmission_thumbnail_gr_8.png
Light,eight,8,science,English,en,scimir01,start.html?id=scimir01&lang=en&grade=8,images/main/science/Grade8/Grade8-Light_and_Mirror.png
Ray Diagram,eight,8,science,English,en,scirdy01,start.html?id=scirdy01&lang=en&grade=8,images/thumb/science/ray_diagram_thumbnail_grade-08-01.png
Sound,eight,8,science,English,en,scisou01,start.html?id=scisou01&lang=en&grade=8,images/main/science/Grade8/Grade8-sound.png
Electricity,eight,8,science,English,en,sciele01,start.html?id=sciele01&lang=en&grade=8,images/main/science/Grade8/Grade8-Electricity.png
Magnet,eight,8,science,English,en,scimag01,start.html?id=scimag01&lang=en&grade=8,images/main/science/Grade7/magnet.png
Periodic Table,eight,8,science,English,en,sciped01,start.html?id=sciped01&lang=en&grade=8,images/main/science/Grade8/Grade8-Periodic_Table.png
Chemical Reaction,eight,8,science,English,en,scicrx01,start.html?id=scicrx01&lang=en&grade=8,images/main/science/Grade8/Grade8-Chemical_Reaction.png
Acid Base and Salt,eight,8,science,English,en,sciabs01,start.html?id=sciabs01&lang=en&grade=8,images/main/science/Grade8/Grade8-acid_base_salt.png
Metal and Non Metal,eight,8,science,English,en,scimnm01,start.html?id=scimnm01&lang=en&grade=8,images/main/science/Grade8/Grade8-Metal_and_non_metal.png
Minerals,eight,8,science,English,en,scimnr01,start.html?id=scimnr01&lang=en&grade=8,images/main/science/Grade8/Grade8-Minerals.png
नाप,eight,8,science,Nepali,ne,scimes01,start.html?id=scimes01&lang=np&grade=8,images/main/science/Grade8/Grade8-Measurement.png
वनस्पति तन्तु,eight,8,science,Nepali,ne,scipc001,start.html?id=scipc001&lang=np&grade=8,images/main/science/Grade8/Grade8-plant_cell_and_tissue.png
जनावर तन्तु,eight,8,science,Nepali,ne,sciac001,start.html?id=sciac001&lang=np&grade=8,images/main/science/Grade8/Grade8-animals-cells_and_tissues.png
कोष र तन्तु,eight,8,science,Nepali,ne,scicel01,start.html?id=scicel01&lang=np&grade=8,images/main/science/Grade7/Cell.png
"सुक्ष्म जीव - व्याक्टेरिया, भाइरस र फन्‍जाइ",eight,8,science,Nepali,ne,scimic01,start.html?id=scimic01&lang=np&grade=8,images/main/science/Grade8/Grade8-Microbs.png
जैविक विविधता,eight,8,science,Nepali,ne,scibdn01,start.html?id=scibdn01&lang=np&grade=8,images/main/science/Grade8/Grade8-environment.png
मानव रक्तसञ्चार प्रणाली,eight,8,science,Nepali,ne,scicsy01,start.html?id=scicsy01&lang=np&grade=8,images/main/science/Grade8/Grade8-Circulatory_System.png
प्रजनन प्रणाली,eight,8,science,Nepali,ne,scirsy01,start.html?id=scirsy01&lang=np&grade=8,images/main/science/Grade8/Grade8-reproduction.png
गति र प्रवेग,eight,8,science,Nepali,ne,scivna01,start.html?id=scivna01&lang=np&grade=8,images/main/science/Grade8/Grade8-Velocity_and_acceleration.png
उत्तोलक,eight,8,science,Nepali,ne,scilev01,start.html?id=scilev01&lang=np&grade=8,images/main/science/Grade8/Grade8-lever.png
चाप,eight,8,science,Nepali,ne,scipss01,start.html?id=scipss01&lang=np&grade=8,images/thumb/science/pressure_outer_thumbnail_01.png
वायुमण्डलीय चाप,eight,8,science,Nepali,ne,sciapr01,start.html?id=sciapr01&lang=np&grade=8,images/main/science/Grade8/Grade8-pressure.png
ताप प्रसारण,eight,8,science,Nepali,ne,scihtn01,start.html?id=scihtn01&lang=np&grade=8,images/thumb/science/heat_transmission_thumbnail_gr_8.png
प्रकाश,eight,8,science,Nepali,ne,scimir01,start.html?id=scimir01&lang=np&grade=8,images/main/science/Grade8/Grade8-Light_and_Mirror.png
रेखा चित्र,eight,8,science,Nepali,ne,scirdy01,start.html?id=scirdy01&lang=np&grade=8,images/thumb/science/ray_diagram_thumbnail_grade-08-01.png
ध्वनि,eight,8,science,Nepali,ne,scisou01,start.html?id=scisou01&lang=np&grade=8,images/main/science/Grade8/Grade8-sound.png
विद्युत,eight,8,science,Nepali,ne,sciele01,start.html?id=sciele01&lang=np&grade=8,images/main/science/Grade8/Grade8-Electricity.png
चुम्बक,eight,8,science,Nepali,ne,scimag01,start.html?id=scimag01&lang=np&grade=8,images/main/science/Grade7/magnet.png
पेरियोडिक टेबल,eight,8,science,Nepali,ne,sciped01,start.html?id=sciped01&lang=np&grade=8,images/main/science/Grade8/Grade8-Periodic_Table.png
रासायनिक प्रतिक्रिया,eight,8,science,Nepali,ne,scicrx01,start.html?id=scicrx01&lang=np&grade=8,images/main/science/Grade8/Grade8-Chemical_Reaction.png
अम्ल क्षार र लवण,eight,8,science,Nepali,ne,sciabs01,start.html?id=sciabs01&lang=np&grade=8,images/main/science/Grade8/Grade8-acid_base_salt.png
धातु र अधातु,eight,8,science,Nepali,ne,scimnm01,start.html?id=scimnm01&lang=np&grade=8,images/main/science/Grade8/Grade8-Metal_and_non_metal.png
खनिज,eight,8,science,Nepali,ne,scimnr01,start.html?id=scimnr01&lang=np&grade=8,images/main/science/Grade8/Grade8-Minerals.png
Asking for Information,eight,8,english,English,en,engafi01,start.html?id=engafi01&lang=en&grade=8,images/thumb/english/asking_for_information_thumbnail.png
Reading a Map,eight,8,english,English,en,eng8l101,start.html?id=eng8l101&lang=en&grade=8,images/main/english/Grade8/Grade8-Reading_a_Map.png
Following Directions,eight,8,english,English,en,eng8l201,start.html?id=eng8l201&lang=en&grade=8,images/thumb/english/following_directions01.png
Nepal’s Historical Highlights,eight,8,english,English,en,eng68501,start.html?id=eng68501&lang=en&grade=8,images/main/english/Grade8/Grade8-Historical_Highlights.png
A Visit to the Blind School,eight,8,english,English,en,eng8l301,start.html?id=eng8l301&lang=en&grade=8,images/main/english/Grade8/Grade8-A_visit_to_the_blind_school.png
Participating in a Fair,eight,8,english,English,en,eng81901,start.html?id=eng81901&lang=en&grade=8,images/main/english/Grade8/Grade8-Participating_in_a_Fair.png
Our Grandparents,eight,8,english,English,en,eng81601,start.html?id=eng81601&lang=en&grade=8,images/main/english/Grade8/Grade8-Our_Grandparents.png
Leonardo Da Vinci,eight,8,english,English,en,eng80701,start.html?id=eng80701&lang=en&grade=8,images/main/english/Grade8/Grade8-Leonardo_da_Vinci.png
Ecotourism in Nepal,eight,8,english,English,en,eng81101,start.html?id=eng81101&lang=en&grade=8,images/main/english/Grade8/Grade8-Ecotourism_in_Nepal.png
Festival of the Tharus,eight,8,english,English,en,eng8l801,start.html?id=eng8l801&lang=en&grade=8,images/main/english/Grade8/Grade8-Festival_of_the_Tharus.png
Indigenous Communities,eight,8,english,English,en,eng73601,start.html?id=eng73601&lang=en&grade=8,images/main/english/Grade8/Grade8-Indigenous_Communities.png
A Visit to a National Park,eight,8,english,English,en,eng8l501,start.html?id=eng8l501&lang=en&grade=8,images/main/english/Grade8/Grade8-A_visit_to_a_national_park.png
Debate,eight,8,english,English,en,eng83801,start.html?id=eng83801&lang=en&grade=8,images/main/english/Grade8/Grade8-Debate.png
Expressing preferences,eight,8,english,English,en,engldn01,start.html?id=engldn01&lang=en&grade=8,images/thumb/english/expree_like_dislike_thumbnail.png
Expressing Conditions,eight,8,english,English,en,engexc01,start.html?id=engexc01&lang=en&grade=8,images/thumb/english/expressing_conditions_thumbnail.png
Climate Change,eight,8,english,English,en,eng81001,start.html?id=eng81001&lang=en&grade=8,images/main/english/Grade8/Grade8-Climate_change.png
A Day in the Life of a Journalist,eight,8,english,English,en,eng83201,start.html?id=eng83201&lang=en&grade=8,images/main/english/Grade8/Grade8-A_day_in_the_life_of_a_journalist.png
Poem,eight,8,english,English,en,eng90501,start.html?id=eng90501&lang=en&grade=8,images/main/english/Grade8/Grade8-Poem.png
Marginalized Groups,eight,8,english,English,en,eng8l001,start.html?id=eng8l001&lang=en&grade=8,images/main/english/Grade8/Grade8-Marginalized_Groups.png
Natural Disaster,eight,8,english,English,en,eng81301,start.html?id=eng81301&lang=en&grade=8,images/main/english/Grade8/Grade8-Natural_Disaster.png
Changing Society,eight,8,english,English,en,eng74301,start.html?id=eng74301&lang=en&grade=8,images/main/english/Grade8/Grade8-Changing_Society.png
Nepali Musical Traditions,eight,8,english,English,en,eng81801,start.html?id=eng81801&lang=en&grade=8,images/main/english/Grade8/Grade8-Nepali_Musical_Traditions.png
Nobel Peace Prize Winners,eight,8,english,English,en,eng51601,start.html?id=eng51601&lang=en&grade=8,images/main/english/Grade8/Grade8-Nobel_Peace_Prize_Winners.png
